,案號,區域,同意票數,不同意票數,有效票數,無效票數,投票數,投票權人數,投票率(%),有效同意票數對投票權人數百分比(%)
0,第12案,彰化縣竹塘鄉,3755,2717,6472,558,7030,12821,54.83%,29.29%
0,第12案,彰化縣溪州鄉,7390,4986,12376,905,13281,25405,52.28%,29.09%
0,第12案,南投縣,143356,91565,234921,14026,248947,427089,58.29%,33.57%
0,第12案,南投縣南投市,30688,18233,48921,2370,51291,84328,60.82%,36.39%
0,第12案,南投縣埔里鎮,22909,14653,37562,2218,39780,68763,57.85%,33.32%
0,第12案,南投縣草屯鎮,27781,18359,46140,2277,48417,82922,58.39%,33.5%
0,第12案,南投縣竹山鎮,14445,10060,24505,1530,26035,47034,55.35%,30.71%
0,第12案,南投縣集集鎮,2990,2213,5203,387,5590,9611,58.16%,31.11%
0,第12案,南投縣名間鄉,11518,7257,18775,1354,20129,33408,60.25%,34.48%
0,第12案,南投縣鹿谷鄉,4657,3348,8005,616,8621,15941,54.08%,29.21%
0,第12案,南投縣中寮鄉,4197,2902,7099,559,7658,13181,58.1%,31.84%
0,第12案,南投縣魚池鄉,4019,3031,7050,600,7650,13958,54.81%,28.79%
0,第12案,南投縣國姓鄉,5242,3437,8679,657,9336,16597,56.25%,31.58%
0,第12案,南投縣水里鄉,4880,3232,8112,557,8669,15458,56.08%,31.57%
0,第12案,南投縣信義鄉,5655,2337,7992,504,8496,13299,63.88%,42.52%
0,第12案,南投縣仁愛鄉,4375,2503,6878,397,7275,12589,57.79%,34.75%
0,第12案,雲林縣,170393,114101,284494,20533,305027,584480,52.19%,29.15%
0,第12案,雲林縣斗六市,29976,19543,49519,2309,51828,89761,57.74%,33.4%
0,第12案,雲林縣斗南鎮,12689,8180,20869,1151,22020,38138,57.74%,33.27%
0,第12案,雲林縣虎尾鎮,17512,12095,29607,1658,31265,58167,53.75%,30.11%
0,第12案,雲林縣西螺鎮,11288,7807,19095,1400,20495,38142,53.73%,29.59%
0,第12案,雲林縣土庫鎮,7060,4803,11863,1003,12866,24412,52.7%,28.92%
0,第12案,雲林縣北港鎮,10470,6854,17324,1331,18655,33958,54.94%,30.83%
0,第12案,雲林縣古坑鄉,8316,5364,13680,1001,14681,27477,53.43%,30.27%
0,第12案,雲林縣大埤鄉,4704,3339,8043,570,8613,16509,52.17%,28.49%
0,第12案,雲林縣莿桐鄉,7420,5098,12518,1094,13612,24570,55.4%,30.2%
0,第12案,雲林縣林內鄉,4885,3241,8126,715,8841,15551,56.85%,31.41%
0,第12案,雲林縣二崙鄉,6035,4230,10265,995,11260,23367,48.19%,25.83%
0,第12案,雲林縣崙背鄉,5759,3820,9579,797,10376,21050,49.29%,27.36%
0,第12案,雲林縣麥寮鄉,10179,6888,17067,1232,18299,37119,49.3%,27.42%
0,第12案,雲林縣東勢鄉,3613,2464,6077,553,6630,13239,50.08%,27.29%
0,第12案,雲林縣褒忠鄉,3162,2292,5454,428,5882,11381,51.68%,27.78%
0,第12案,雲林縣臺西鄉,5471,3451,8922,809,9731,21125,46.06%,25.9%
0,第12案,雲林縣元長鄉,5559,3683,9242,736,9978,22830,43.71%,24.35%
0,第12案,雲林縣四湖鄉,4509,3123,7632,766,8398,20983,40.02%,21.49%
0,第12案,雲林縣口湖鄉,6409,4123,10532,1122,11654,24193,48.17%,26.49%
0,第12案,雲林縣水林鄉,5377,3703,9080,863,9943,22508,44.18%,23.89%
0,第12案,嘉義縣,132636,81825,214461,13955,228416,442775,51.59%,29.96%
0,第12案,嘉義縣太保市,9940,6382,16322,830,17152,31568,54.33%,31.49%
0,第12案,嘉義縣朴子市,10800,6642,17442,1017,18459,35191,52.45%,30.69%
0,第12案,嘉義縣布袋鎮,6938,4035,10973,850,11823,23965,49.33%,28.95%
0,第12案,嘉義縣大林鎮,8075,5293,13368,815,14183,26922,52.68%,29.99%
0,第12案,嘉義縣民雄鄉,19293,11995,31288,1794,33082,61209,54.05%,31.52%
0,第12案,嘉義縣溪口鄉,4086,2363,6449,445,6894,13105,52.61%,31.18%
0,第12案,嘉義縣新港鄉,8563,5310,13873,1096,14969,27342,54.75%,31.32%
0,第12案,嘉義縣六腳鄉,5217,3177,8394,643,9037,20821,43.4%,25.06%
0,第12案,嘉義縣東石鄉,5453,2984,8437,768,9205,21915,42%,24.88%
0,第12案,嘉義縣義竹鄉,4946,2911,7857,681,8538,16647,51.29%,29.71%
0,第12案,嘉義縣鹿草鄉,3713,2360,6073,556,6629,13937,47.56%,26.64%
0,第12案,嘉義縣水上鄉,13744,8519,22263,1312,23575,43857,53.75%,31.34%
0,第12案,嘉義縣中埔鄉,10814,6970,17784,991,18775,39139,47.97%,27.63%
0,第12案,嘉義縣竹崎鄉,9650,5888,15538,926,16464,31228,52.72%,30.9%
0,第12案,嘉義縣梅山鄉,5569,3298,8867,660,9527,17083,55.77%,32.6%
0,第12案,嘉義縣番路鄉,3278,2041,5319,383,5702,10156,56.14%,32.28%
0,第12案,嘉義縣大埔鄉,1280,822,2102,98,2200,3999,55.01%,32.01%
0,第12案,嘉義縣阿里山鄉,1277,835,2112,90,2202,4691,46.94%,27.22%
0,第12案,屏東縣,216753,136224,352977,23852,376829,711720,52.95%,30.45%
0,第12案,屏東縣屏東市,53638,33114,86752,4173,90925,170148,53.44%,31.52%
0,第12案,屏東縣潮州鎮,14538,8696,23234,1257,24491,46444,52.73%,31.3%
0,第12案,屏東縣東港鎮,11765,7877,19642,1502,21144,39495,53.54%,29.79%
0,第12案,屏東縣恆春鎮,6419,4918,11337,776,12113,25661,47.2%,25.01%
0,第12案,屏東縣萬丹鄉,13536,8355,21891,1574,23465,43478,53.97%,31.13%
0,第12案,屏東縣長治鄉,8236,5259,13495,958,14453,26256,55.05%,31.37%
0,第12案,屏東縣麟洛鄉,3544,2001,5545,321,5866,9970,58.84%,35.55%
0,第12案,屏東縣九如鄉,5776,3695,9471,895,10366,19132,54.18%,30.19%
0,第12案,屏東縣里港鄉,6740,4569,11309,985,12294,22128,55.56%,30.46%
0,第12案,屏東縣鹽埔鄉,6444,4323,10767,873,11640,22402,51.96%,28.77%
0,第12案,屏東縣高樹鄉,5804,3989,9793,1003,10796,21697,49.76%,26.75%
0,第12案,屏東縣萬巒鄉,5074,3640,8714,665,9379,17945,52.27%,28.28%
0,第12案,屏東縣內埔鄉,13292,8506,21798,1402,23200,47558,48.78%,27.95%
0,第12案,屏東縣竹田鄉,5021,3157,8178,678,8856,15353,57.68%,32.7%
0,第12案,屏東縣新埤鄉,2559,1660,4219,377,4596,9033,50.88%,28.33%
0,第12案,屏東縣枋寮鄉,6469,4070,10539,982,11521,21394,53.85%,30.24%
0,第12案,屏東縣新園鄉,9147,5827,14974,1277,16251,30706,52.92%,29.79%
0,第12案,屏東縣崁頂鄉,3662,2334,5996,489,6485,12270,52.85%,29.85%
0,第12案,屏東縣林邊鄉,5149,3009,8158,667,8825,15691,56.24%,32.81%
0,第12案,屏東縣南州鄉,2779,1937,4716,408,5124,9479,54.06%,29.32%
0,第12案,屏東縣佳冬鄉,4877,2953,7830,739,8569,17063,50.22%,28.58%
0,第12案,屏東縣琉球鄉,2812,1611,4423,331,4754,10706,44.41%,26.27%
0,第12案,屏東縣車城鄉,1698,1269,2967,242,3209,7595,42.25%,22.36%
0,第12案,屏東縣滿州鄉,1674,1268,2942,114,3056,7206,42.41%,23.23%
0,第12案,屏東縣枋山鄉,1441,899,2340,185,2525,4856,52%,29.67%
0,第12案,屏東縣三地門鄉,2519,1274,3793,197,3990,6373,62.61%,39.53%
0,第12案,屏東縣霧臺鄉,1573,609,2182,80,2262,2950,76.68%,53.32%
0,第12案,屏東縣瑪家鄉,2430,1185,3615,159,3774,5663,66.64%,42.91%
0,第12案,屏東縣泰武鄉,1763,992,2755,140,2895,4344,66.64%,40.58%
0,第12案,屏東縣來義鄉,2423,1131,3554,192,3746,6257,59.87%,38.72%
0,第12案,屏東縣春日鄉,1095,605,1700,48,1748,3923,44.56%,27.91%
0,第12案,屏東縣獅子鄉,1814,748,2562,97,2659,4230,62.86%,42.88%
0,第12案,屏東縣牡丹鄉,1042,744,1786,66,1852,4314,42.93%,24.15%
0,第12案,宜蘭縣,119746,83726,203472,12663,216135,386089,55.98%,31.02%
0,第12案,宜蘭縣宜蘭市,25673,17297,42970,2111,45081,79167,56.94%,32.43%
0,第12案,宜蘭縣羅東鎮,18673,12875,31548,1743,33291,57686,57.71%,32.37%
0,第12案,宜蘭縣蘇澳鎮,10125,7865,17990,1472,19462,34512,56.39%,29.34%
0,第12案,宜蘭縣頭城鎮,7489,5317,12806,1006,13812,25135,54.95%,29.8%
0,第12案,宜蘭縣礁溪鄉,9089,6782,15871,1029,16900,31084,54.37%,29.24%
0,第12案,宜蘭縣壯圍鄉,6976,4687,11663,891,12554,21447,58.53%,32.53%
0,第12案,宜蘭縣員山鄉,8311,5917,14228,1048,15276,28131,54.3%,29.54%
0,第12案,宜蘭縣冬山鄉,13199,9936,23135,1316,24451,45405,53.85%,29.07%
0,第12案,宜蘭縣五結鄉,10228,7412,17640,1126,18766,34892,53.78%,29.31%
0,第12案,宜蘭縣三星鄉,5535,3892,9427,648,10075,19051,52.88%,29.05%
0,第12案,宜蘭縣大同鄉,2548,867,3415,145,3560,4935,72.14%,51.63%
0,第12案,宜蘭縣南澳鄉,1900,879,2779,128,2907,4644,62.6%,40.91%
0,第12案,花蓮縣,86680,53334,140014,8000,148014,278059,53.23%,31.17%
0,第12案,花蓮縣花蓮市,27589,16285,43874,1893,45767,84807,53.97%,32.53%
0,第12案,花蓮縣鳳林鎮,3083,1883,4966,414,5380,9676,55.6%,31.86%
0,第12案,花蓮縣玉里鎮,5927,3385,9312,821,10133,20650,49.07%,28.7%
0,第12案,花蓮縣新城鄉,5272,3498,8770,504,9274,17029,54.46%,30.96%
0,第12案,花蓮縣吉安鄉,22580,14036,36616,1685,38301,72116,53.11%,31.31%
0,第12案,花蓮縣壽豐鄉,4999,3250,8249,625,8874,15847,56%,31.55%
0,第12案,花蓮縣光復鄉,3542,2088,5630,434,6064,11417,53.11%,31.02%
0,第12案,花蓮縣豐濱鄉,1271,774,2045,132,2177,4395,49.53%,28.92%
0,第12案,花蓮縣瑞穗鄉,2976,1826,4802,425,5227,10279,50.85%,28.95%
0,第12案,花蓮縣富里鄉,2126,1656,3782,391,4173,9065,46.03%,23.45%
0,第12案,花蓮縣秀林鄉,3727,2490,6217,348,6565,12562,52.26%,29.67%
0,第12案,花蓮縣萬榮鄉,1857,1096,2953,176,3129,5269,59.39%,35.24%
0,第12案,花蓮縣卓溪鄉,1731,1067,2798,152,2950,4947,59.63%,34.99%
0,第12案,臺東縣,57826,34122,91948,5646,97594,185996,52.47%,31.09%
0,第12案,臺東縣臺東市,28924,16982,45906,2266,48172,87803,54.86%,32.94%
0,第12案,臺東縣成功鎮,3596,2245,5841,480,6321,12426,50.87%,28.94%
0,第12案,臺東縣關山鎮,2116,1392,3508,240,3748,7509,49.91%,28.18%
0,第12案,臺東縣卑南鄉,4552,2778,7330,596,7926,14976,52.92%,30.4%
0,第12案,臺東縣鹿野鄉,1689,1217,2906,232,3138,6936,45.24%,24.35%
0,第12案,臺東縣池上鄉,1704,1294,2998,306,3304,7162,46.13%,23.79%
0,第12案,臺東縣東河鄉,1990,1176,3166,248,3414,7635,44.72%,26.06%
0,第12案,臺東縣長濱鄉,1623,931,2554,262,2816,6484,43.43%,25.03%
0,第12案,臺東縣太麻里鄉,3374,1678,5052,299,5351,9666,55.36%,34.91%
0,第12案,臺東縣大武鄉,1903,682,2585,198,2783,5266,52.85%,36.14%
0,第12案,臺東縣綠島鄉,945,585,1530,62,1592,3579,44.48%,26.4%
0,第12案,臺東縣海端鄉,1002,680,1682,89,1771,3278,54.03%,30.57%
0,第12案,臺東縣延平鄉,1062,548,1610,97,1707,2930,58.26%,36.25%
0,第12案,臺東縣金峰鄉,1285,627,1912,89,2001,3028,66.08%,42.44%
0,第12案,臺東縣達仁鄉,1207,566,1773,102,1875,3137,59.77%,38.48%
0,第12案,臺東縣蘭嶼鄉,854,741,1595,80,1675,4181,40.06%,20.43%
0,第12案,澎湖縣,24658,14157,38815,2388,41203,90405,45.58%,27.28%
0,第12案,澎湖縣馬公市,15859,9152,25011,1337,26348,53655,49.11%,29.56%
0,第12案,澎湖縣湖西鄉,3346,1956,5302,346,5648,12741,44.33%,26.26%
0,第12案,澎湖縣白沙鄉,2284,1171,3455,241,3696,8625,42.85%,26.48%
0,第12案,澎湖縣西嶼鄉,1439,866,2305,260,2565,7382,34.75%,19.49%
0,第12案,澎湖縣望安鄉,1177,616,1793,121,1914,4628,41.36%,25.43%
0,第12案,澎湖縣七美鄉,553,396,949,83,1032,3374,30.59%,16.39%
0,第12案,金門縣,26932,14773,41705,2222,43927,122695,35.8%,21.95%
0,第12案,金門縣金城鎮,8177,4455,12632,612,13244,37815,35.02%,21.62%
0,第12案,金門縣金沙鎮,4266,1966,6232,342,6574,18560,35.42%,22.98%
0,第12案,金門縣金湖鎮,5863,3118,8981,515,9496,25915,36.64%,22.62%
0,第12案,金門縣金寧鄉,5802,3895,9697,496,10193,28162,36.19%,20.6%
0,第12案,金門縣烈嶼鄉,2711,1293,4004,251,4255,11676,36.44%,23.22%
0,第12案,金門縣烏坵鄉,113,46,159,6,165,567,29.1%,19.93%
0,第12案,連江縣,3599,1925,5524,240,5764,11205,51.44%,32.12%
0,第12案,連江縣南竿鄉,2094,1064,3158,125,3283,6461,50.81%,32.41%
0,第12案,連江縣北竿鄉,713,347,1060,51,1111,2125,52.28%,33.55%
0,第12案,連江縣莒光鄉,467,289,756,36,792,1481,53.48%,31.53%
0,第12案,連江縣東引鄉,325,225,550,28,578,1138,50.79%,28.56%
0,第12案,基隆市,96333,62976,159309,7189,166498,320030,52.03%,30.1%
0,第12案,基隆市中正區,12322,8255,20577,1109,21686,45545,47.61%,27.05%
0,第12案,基隆市七堵區,14532,9137,23669,1092,24761,46256,53.53%,31.42%
0,第12案,基隆市暖暖區,10325,6694,17019,640,17659,33225,53.15%,31.08%
0,第12案,基隆市仁愛區,11401,7385,18786,1047,19833,36738,53.98%,31.03%
0,第12案,基隆市中山區,12443,8188,20631,959,21590,41856,51.58%,29.73%
0,第12案,基隆市安樂區,21005,14155,35160,1473,36633,70396,52.04%,29.84%
0,第12案,基隆市信義區,14305,9162,23467,869,24336,46014,52.89%,31.09%
0,第12案,新竹市,116724,75092,191816,8539,200355,351775,56.96%,33.18%
0,第12案,新竹市東區,54827,35588,90415,3640,94055,163757,57.44%,33.48%
0,第12案,新竹市北區,40483,25931,66414,3115,69529,123122,56.47%,32.88%
0,第12案,新竹市香山區,21414,13573,34987,1784,36771,64896,56.66%,33%
0,第12案,嘉義市,73821,44563,118384,4721,123105,221553,55.56%,33.32%
0,第12案,嘉義市東區,33406,20228,53634,2073,55707,100647,55.35%,33.19%
0,第12案,嘉義市西區,40415,24335,64750,2648,67398,120906,55.74%,33.43%
0,第13案,全國,4763086,5774556,10537642,505153,11042795,19757067,55.89%,24.11%
0,第13案,臺北市,549973,701711,1251684,49738,1301422,2228430,58.4%,24.68%
0,第13案,臺北市松山區,40881,56482,97363,3680,101043,169278,59.69%,24.15%
0,第13案,臺北市信義區,45488,61995,107483,4139,111622,190444,58.61%,23.89%
0,第13案,臺北市大安區,58256,83873,142129,4959,147088,252645,58.22%,23.06%
0,第13案,臺北市中山區,50424,57828,108252,4297,112549,195148,57.67%,25.84%
0,第13案,臺北市中正區,31050,41827,72877,2631,75508,128292,58.86%,24.2%
0,第13案,臺北市大同區,31712,29039,60751,2688,63439,107557,58.98%,29.48%
0,第13案,臺北市萬華區,41906,46381,88287,4181,92468,164020,56.38%,25.55%
0,第13案,臺北市文山區,50746,80777,131523,5573,137096,227211,60.34%,22.33%
0,第13案,臺北市南港區,25347,32271,57618,2196,59814,101907,58.69%,24.87%
0,第13案,臺北市內湖區,57038,77667,134705,4713,139418,236824,58.87%,24.08%
0,第13案,臺北市士林區,63841,70300,134141,5829,139970,241854,57.87%,26.4%
0,第13案,臺北市北投區,53284,63271,116555,4852,121407,213250,56.93%,24.99%
0,第13案,新北市,807514,985763,1793277,87193,1880470,3375513,55.71%,23.92%
0,第13案,新北市板橋區,119330,132183,251513,12943,264456,463411,57.07%,25.75%
0,第13案,新北市三重區,89027,87000,176027,9721,185748,329846,56.31%,26.99%
0,第13案,新北市中和區,78167,112782,190949,8680,199629,355978,56.08%,21.96%
0,第13案,新北市永和區,40769,66263,107032,4634,111666,187798,59.46%,21.71%
0,第13案,新北市新莊區,90070,98684,188754,9447,198201,344981,57.45%,26.11%
0,第13案,新北市新店區,53250,91275,144525,5978,150503,264053,57%,20.17%
0,第13案,新北市樹林區,38133,42649,80782,4017,84799,152102,55.75%,25.07%
0,第13案,新北市鶯歌區,17470,19181,36651,1688,38339,71645,53.51%,24.38%
0,第13案,新北市三峽區,21638,26238,47876,2325,50201,94291,53.24%,22.95%
0,第13案,新北市淡水區,31732,43633,75365,3072,78437,147272,53.26%,21.55%
0,第13案,新北市汐止區,37770,50984,88754,3901,92655,173831,53.3%,21.73%
0,第13案,新北市瑞芳區,7444,8779,16223,1049,17272,35036,49.3%,21.25%
0,第13案,新北市土城區,48850,56610,105460,5222,110682,200783,55.13%,24.33%
0,第13案,新北市蘆洲區,42796,42780,85576,4485,90061,167457,53.78%,25.56%
0,第13案,新北市五股區,18149,18856,37005,1981,38986,72443,53.82%,25.05%
0,第13案,新北市泰山區,15601,18739,34340,1473,35813,64252,55.74%,24.28%
0,第13案,新北市林口區,19747,26923,46670,1802,48472,86203,56.23%,22.91%
0,第13案,新北市深坑區,4965,6014,10979,517,11496,20624,55.74%,24.07%
0,第13案,新北市石碇區,1705,1647,3352,203,3555,6861,51.81%,24.85%
0,第13案,新北市坪林區,1546,1354,2900,180,3080,5891,52.28%,26.24%
0,第13案,新北市三芝區,4301,5036,9337,532,9869,20119,49.05%,21.38%
0,第13案,新北市石門區,2352,2829,5181,321,5502,10528,52.26%,22.34%
0,第13案,新北市八里區,7582,9078,16660,897,17557,32970,53.25%,23%
0,第13案,新北市平溪區,1025,955,1980,138,2118,4321,49.02%,23.72%
0,第13案,新北市雙溪區,1751,1942,3693,255,3948,7999,49.36%,21.89%
0,第13案,新北市貢寮區,2671,2216,4887,308,5195,11279,46.06%,23.68%
0,第13案,新北市金山區,4298,4686,8984,694,9678,18978,51%,22.65%
0,第13案,新北市萬里區,4214,4872,9086,610,9696,19297,50.25%,21.84%
0,第13案,新北市烏來區,1161,1575,2736,120,2856,5264,54.26%,22.06%
0,第13案,桃園市,372182,524453,896635,39083,935718,1801823,51.93%,20.66%
0,第13案,桃園市桃園區,76752,100610,177362,6677,184039,359790,51.15%,21.33%
0,第13案,桃園市中壢區,65661,104366,170027,7201,177228,334402,53%,19.64%
0,第13案,桃園市大溪區,17905,21660,39565,2146,41711,78285,53.28%,22.87%
0,第13案,桃園市楊梅區,25154,42561,67715,2889,70604,137917,51.19%,18.24%
0,第13案,桃園市蘆竹區,28046,35267,63313,2857,66170,129252,51.19%,21.7%
0,第13案,桃園市大園區,16658,19025,35683,1665,37348,73900,50.54%,22.54%
0,第13案,桃園市龜山區,28405,34199,62604,2644,65248,131702,49.54%,21.57%
0,第13案,桃園市八德區,33762,46266,80028,3903,83931,165065,50.85%,20.45%
0,第13案,桃園市龍潭區,19021,33219,52240,2425,54665,101574,53.82%,18.73%
0,第13案,桃園市平鎮區,36737,57455,94192,3912,98104,183560,53.45%,20.01%
0,第13案,桃園市新屋區,9811,12325,22136,1140,23276,41461,56.14%,23.66%
0,第13案,桃園市觀音區,12464,14403,26867,1326,28193,55149,51.12%,22.6%
0,第13案,桃園市復興區,1806,3097,4903,298,5201,9766,53.26%,18.49%
0,第13案,臺中市,554566,726864,1281430,60389,1341819,2295642,58.45%,24.16%
0,第13案,臺中市中區,3924,4112,8036,365,8401,14696,57.17%,26.7%
0,第13案,臺中市東區,16941,19589,36530,1760,38290,64291,59.56%,26.35%
0,第13案,臺中市南區,27658,33699,61357,2729,64086,103643,61.83%,26.69%
0,第13案,臺中市西區,24080,30113,54193,2028,56221,95040,59.16%,25.34%
0,第13案,臺中市北區,29447,39060,68507,2757,71264,124621,57.18%,23.63%
0,第13案,臺中市西屯區,42283,60892,103175,4271,107446,183814,58.45%,23%
0,第13案,臺中市南屯區,33372,45708,79080,3333,82413,135448,60.84%,24.64%
0,第13案,臺中市北屯區,52336,74638,126974,4910,131884,227720,57.91%,22.98%
0,第13案,臺中市豐原區,35654,43291,78945,3839,82784,136658,60.58%,26.09%
0,第13案,臺中市東勢區,9348,14659,24007,1511,25518,43181,59.1%,21.65%
0,第13案,臺中市大甲區,15257,19469,34726,1898,36624,63069,58.07%,24.19%
0,第13案,臺中市清水區,17895,22161,40056,2216,42272,71528,59.1%,25.02%
0,第13案,臺中市沙鹿區,17498,23018,40516,2000,42516,74207,57.29%,23.58%
0,第13案,臺中市梧棲區,11670,14094,25764,1306,27070,47040,57.55%,24.81%
0,第13案,臺中市后里區,10863,14165,25028,1385,26413,44962,58.75%,24.16%
0,第13案,臺中市神岡區,14344,16724,31068,1666,32734,54565,59.99%,26.29%
0,第13案,臺中市潭子區,21605,28122,49727,2169,51896,89487,57.99%,24.14%
0,第13案,臺中市大雅區,17763,24830,42593,2100,44693,77189,57.9%,23.01%
0,第13案,臺中市新社區,4811,6058,10869,612,11481,20860,55.04%,23.06%
0,第13案,臺中市石岡區,3080,4148,7228,455,7683,12880,59.65%,23.91%
0,第13案,臺中市外埔區,6256,8799,15055,857,15912,27059,58.8%,23.12%
0,第13案,臺中市大安區,4122,5051,9173,610,9783,16520,59.22%,24.95%
0,第13案,臺中市烏日區,15313,19254,34567,1901,36468,61705,59.1%,24.82%
0,第13案,臺中市大肚區,11483,14998,26481,1402,27883,47457,58.75%,24.2%
0,第13案,臺中市龍井區,14854,19576,34430,1694,36124,63584,56.81%,23.36%
0,第13案,臺中市霧峰區,13869,17722,31591,2013,33604,55225,60.85%,25.11%
0,第13案,臺中市太平區,35443,47614,83057,4008,87065,157926,55.13%,22.44%
0,第13案,臺中市大里區,41337,51702,93039,4281,97320,171769,56.66%,24.07%
0,第13案,臺中市和平區,2060,3598,5658,313,5971,9498,62.87%,21.69%
0,第13案,臺南市,420409,376916,797325,37455,834780,1594821,52.34%,26.36%
0,第13案,臺南市新營區,15671,16160,31831,1133,32964,64949,50.75%,24.13%
0,第13案,臺南市鹽水區,6084,4506,10590,557,11147,22121,50.39%,27.5%
0,第13案,臺南市白河區,6281,4451,10732,636,11368,24894,45.67%,25.23%
0,第13案,臺南市柳營區,4986,3974,8960,619,9579,18804,50.94%,26.52%
0,第13案,臺南市後壁區,5630,3985,9615,666,10281,20841,49.33%,27.01%
0,第13案,臺南市東山區,3823,3010,6833,453,7286,18471,39.45%,20.7%
0,第13案,臺南市麻豆區,11585,7284,18869,784,19653,37963,51.77%,30.52%
0,第13案,臺南市下營區,5732,3964,9696,576,10272,20947,49.04%,27.36%
0,第13案,臺南市六甲區,5182,3886,9068,528,9596,19144,50.13%,27.07%
0,第13案,臺南市官田區,5375,3614,8989,484,9473,18675,50.73%,28.78%
0,第13案,臺南市大內區,2317,1737,4054,259,4313,8654,49.84%,26.77%
0,第13案,臺南市佳里區,14077,11615,25692,1147,26839,50407,53.24%,27.93%
0,第13案,臺南市學甲區,6136,4365,10501,555,11056,22567,48.99%,27.19%
0,第13案,臺南市西港區,5737,4361,10098,523,10621,21564,49.25%,26.6%
0,第13案,臺南市七股區,5398,3748,9146,501,9647,19950,48.36%,27.06%
0,第13案,臺南市將軍區,4851,3218,8069,398,8467,17754,47.69%,27.32%
0,第13案,臺南市北門區,2304,1803,4107,188,4295,9925,43.27%,23.21%
0,第13案,臺南市新化區,9846,9131,18977,1190,20167,37296,54.07%,26.4%
0,第13案,臺南市善化區,10715,8929,19644,1170,20814,39950,52.1%,26.82%
0,第13案,臺南市新市區,8670,7063,15733,757,16490,30386,54.27%,28.53%
0,第13案,臺南市安定區,7400,5895,13295,908,14203,26104,54.41%,28.35%
0,第13案,臺南市山上區,1588,1170,2758,192,2950,6511,45.31%,24.39%
0,第13案,臺南市玉井區,2695,3045,5740,380,6120,12357,49.53%,21.81%
0,第13案,臺南市楠西區,1650,2029,3679,239,3918,8528,45.94%,19.35%
0,第13案,臺南市南化區,1690,1811,3501,233,3734,7786,47.96%,21.71%
0,第13案,臺南市左鎮區,1051,820,1871,163,2034,4418,46.04%,23.79%
0,第13案,臺南市仁德區,16551,16740,33291,1640,34931,64632,54.05%,25.61%
0,第13案,臺南市歸仁區,15705,13920,29625,1309,30934,57387,53.9%,27.37%
0,第13案,臺南市關廟區,8288,7200,15488,781,16269,29913,54.39%,27.71%
0,第13案,臺南市龍崎區,899,854,1753,118,1871,3713,50.39%,24.21%
0,第13案,臺南市永康區,48369,50117,98486,3912,102398,195001,52.51%,24.8%
0,第13案,臺南市東區,39193,42054,81247,3036,84283,153359,54.96%,25.56%
0,第13案,臺南市南區,29421,25046,54467,2497,56964,108650,52.43%,27.08%
0,第13案,臺南市北區,29375,28648,58023,2485,60508,110906,54.56%,26.49%
0,第13案,臺南市安南區,43287,37148,80435,3855,84290,159654,52.8%,27.11%
0,第13案,臺南市安平區,13735,13614,27349,1023,28372,55379,51.23%,24.8%
0,第13案,臺南市中西區,19112,16001,35113,1560,36673,65261,56.19%,29.29%
0,第13案,高雄市,658515,695878,1354393,58506,1412899,2353342,60.04%,27.98%
0,第13案,高雄市鹽埕區,7028,5717,12745,457,13202,21617,61.07%,32.51%
0,第13案,高雄市鼓山區,31453,36145,67598,2321,69919,114979,60.81%,27.36%
0,第13案,高雄市左營區,41066,55024,96090,3319,99409,161367,61.6%,25.45%
0,第13案,高雄市楠梓區,41039,47325,88364,3859,92223,153132,60.22%,26.8%
0,第13案,高雄市三民區,84073,84839,168912,6310,175222,289519,60.52%,29.04%
0,第13案,高雄市新興區,13820,13072,26892,965,27857,44355,62.8%,31.16%
0,第13案,高雄市前金區,7305,7122,14427,499,14926,23928,62.38%,30.53%
0,第13案,高雄市苓雅區,43358,45565,88923,3225,92148,146786,62.78%,29.54%
0,第13案,高雄市前鎮區,45971,46826,92797,4128,96925,161797,59.91%,28.41%
0,第13案,高雄市旗津區,7375,5403,12778,768,13546,24860,54.49%,29.67%
0,第13案,高雄市小港區,37792,38427,76219,3260,79479,132733,59.88%,28.47%
0,第13案,高雄市鳳山區,80679,93732,174411,7435,181846,300510,60.51%,26.85%
0,第13案,高雄市林園區,16857,15245,32102,1695,33797,59129,57.16%,28.51%
0,第13案,高雄市大寮區,27099,26851,53950,2677,56627,97309,58.19%,27.85%
0,第13案,高雄市大樹區,10872,9517,20389,985,21374,36772,58.13%,29.57%
0,第13案,高雄市大社區,8762,7966,16728,829,17557,30046,58.43%,29.16%
0,第13案,高雄市仁武區,21146,21092,42238,1633,43871,73611,59.6%,28.73%
0,第13案,高雄市鳥松區,11883,11317,23200,966,24166,39191,61.66%,30.32%
0,第13案,高雄市岡山區,22483,26291,48774,2034,50808,81244,62.54%,27.67%
0,第13案,高雄市橋頭區,10943,8929,19872,922,20794,32565,63.85%,33.6%
0,第13案,高雄市燕巢區,7213,7164,14377,816,15193,26012,58.41%,27.73%
0,第13案,高雄市田寮區,1838,1344,3182,214,3396,6671,50.91%,27.55%
0,第13案,高雄市阿蓮區,6635,6419,13054,658,13712,24534,55.89%,27.04%
0,第13案,高雄市路竹區,12332,12501,24833,1465,26298,43850,59.97%,28.12%
0,第13案,高雄市湖內區,7333,6741,14074,667,14741,25729,57.29%,28.5%
0,第13案,高雄市茄萣區,7266,6458,13724,775,14499,26212,55.31%,27.72%
